FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,PERPETRATOR,Perpetrator (DESC),TYPE_VIOLENCE,Type of violence,MARITAL_STATUS_WOMAN,Marital status woman,Time (TIME_PERIOD),Observation,OBS_STATUS,Observation status
A,Annual,IT,Italy,W16_70_PNP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years),ACQUAIN,An acquaintance,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,0,,
A,Annual,IT,Italy,W16_70_PNP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years),NOT_SPEC,Man non-partner (not specified),PHSEX,Physical or sexual,ALL,Total,2014,0.1,,
A,Annual,IT,Italy,W16_70_PNP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years),NOT_SPEC,Man non-partner (not specified),PHY,Physical violence,ALL,Total,2014,0.1,,
A,Annual,IT,Italy,W16_70_PNP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years),NOT_SPEC,Man non-partner (not specified),SEXVIOL,Sexual violence,ALL,Total,2014,0,,
A,Annual,IT,Italy,W16_70_PNP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years),NOT_SPEC,Man non-partner (not specified),RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,0,,
A,Annual,IT,Italy,W16_70_PNP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years),STRANGER,A stranger,PHSEX,Physical or sexual,ALL,Total,2014,1.6,,
A,Annual,IT,Italy,W16_70_PNP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years),STRANGER,A stranger,PHY,Physical violence,ALL,Total,2014,0.4,,
A,Annual,IT,Italy,W16_70_PNP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years),STRANGER,A stranger,SEXVIOL,Sexual violence,ALL,Total,2014,1.2,,
A,Annual,IT,Italy,W16_70_PNP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years),STRANGER,A stranger,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,0,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,SIN,Single persons (never married and never in same sex civil partnership),2014,15.8,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,MAR,Married persons,2014,9.7,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,DIV,Divorced persons,2014,36.6,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,WID,Widowed persons,2014,9.8,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,ALL,Total,2014,13.6,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,SIN,Single persons (never married and never in same sex civil partnership),2014,13.2,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,MAR,Married persons,2014,8.1,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,DIV,Divorced persons,2014,34,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,WID,Widowed persons,2014,8.7,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,ALL,Total,2014,11.6,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,SIN,Single persons (never married and never in same sex civil partnership),2014,6,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,MAR,Married persons,2014,4.2,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,DIV,Divorced persons,2014,17.4,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,WID,Widowed persons,2014,5.2,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,ALL,Total,2014,5.8,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,SIN,Single persons (never married and never in same sex civil partnership),2014,1.9,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,MAR,Married persons,2014,1.5,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,DIV,Divorced persons,2014,10.1,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,WID,Widowed persons,2014,2.7,,
A,Annual,IT,Italy,W16_70_CFP_LT,Women aged 16-70 years who have suffered violence lifetime (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,2.4,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,SIN,Single persons (never married and never in same sex civil partnership),2014,8.3,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,MAR,Married persons,2014,3.3,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,DIV,Divorced persons,2014,8.7,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,WID,Widowed persons,2014,0.1,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,ALL,Total,2014,4.9,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,SIN,Single persons (never married and never in same sex civil partnership),2014,6.9,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,MAR,Married persons,2014,2.5,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,DIV,Divorced persons,2014,7,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,WID,Widowed persons,2014,0.1,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,ALL,Total,2014,4,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,SIN,Single persons (never married and never in same sex civil partnership),2014,3.3,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,MAR,Married persons,2014,1.3,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,DIV,Divorced persons,2014,3.9,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,ALL,Total,2014,2,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,SIN,Single persons (never married and never in same sex civil partnership),2014,1.1,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,MAR,Married persons,2014,0.3,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,DIV,Divorced persons,2014,2,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CFP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,0.6,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,SIN,Single persons (never married and never in same sex civil partnership),2014,3.1,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,MAR,Married persons,2014,1.5,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,DIV,Divorced persons,2014,2.8,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHSEX,Physical or sexual,ALL,Total,2014,2,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,SIN,Single persons (never married and never in same sex civil partnership),2014,2.6,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,MAR,Married persons,2014,1.1,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,DIV,Divorced persons,2014,2.1,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,PHY,Physical violence,ALL,Total,2014,1.6,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,SIN,Single persons (never married and never in same sex civil partnership),2014,0.6,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,MAR,Married persons,2014,0.7,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,DIV,Divorced persons,2014,1.1,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,SEXVIOL,Sexual violence,ALL,Total,2014,0.7,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,SIN,Single persons (never married and never in same sex civil partnership),2014,0.2,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,MAR,Married persons,2014,0.1,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,DIV,Divorced persons,2014,0.7,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CFP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of ever-partnered women 16-70 years),CURR_OR_FORM,Current partner or former partner,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,0.2,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,SIN,Single persons (never married and never in same sex civil partnership),2014,3.3,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,MAR,Married persons,2014,5.9,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,DIV,Divorced persons,2014,2.5,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,WID,Widowed persons,2014,0.9,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,ALL,Total,2014,5.2,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,SIN,Single persons (never married and never in same sex civil partnership),2014,2.6,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,MAR,Married persons,2014,4.8,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,DIV,Divorced persons,2014,1.9,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,WID,Widowed persons,2014,0.9,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,ALL,Total,2014,4.1,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,SIN,Single persons (never married and never in same sex civil partnership),2014,1,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,MAR,Married persons,2014,2.4,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,DIV,Divorced persons,2014,0.9,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,ALL,Total,2014,2,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,SIN,Single persons (never married and never in same sex civil partnership),2014,0.2,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,MAR,Married persons,2014,0.5,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,DIV,Divorced persons,2014,0.6,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CP_LT,Women aged 16-70 years who have suffered violence lifetime (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,0.5,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,SIN,Single persons (never married and never in same sex civil partnership),2014,3.1,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,MAR,Married persons,2014,3,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,DIV,Divorced persons,2014,2.5,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,WID,Widowed persons,2014,0,,
