FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,PERPETRATOR,Perpetrator (DESC),TYPE_VIOLENCE,Type of violence,MARITAL_STATUS_WOMAN,Marital status woman,Time (TIME_PERIOD),Observation,OBS_STATUS,Observation status
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,ALL,Total,2014,3,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,SIN,Single persons (never married and never in same sex civil partnership),2014,2.3,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,MAR,Married persons,2014,2.3,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,DIV,Divorced persons,2014,1.8,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,ALL,Total,2014,2.3,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,SIN,Single persons (never married and never in same sex civil partnership),2014,1,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,MAR,Married persons,2014,1.2,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,DIV,Divorced persons,2014,0.8,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,ALL,Total,2014,1.1,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,SIN,Single persons (never married and never in same sex civil partnership),2014,0.2,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,MAR,Married persons,2014,0.2,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,DIV,Divorced persons,2014,0.5,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,0.2,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,SIN,Single persons (never married and never in same sex civil partnership),2014,2.2,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,MAR,Married persons,2014,1.5,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,DIV,Divorced persons,2014,1.1,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,PHSEX,Physical or sexual,ALL,Total,2014,1.6,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,SIN,Single persons (never married and never in same sex civil partnership),2014,1.8,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,MAR,Married persons,2014,1.1,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,DIV,Divorced persons,2014,0.5,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,PHY,Physical violence,ALL,Total,2014,1.2,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,SIN,Single persons (never married and never in same sex civil partnership),2014,0.6,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,MAR,Married persons,2014,0.7,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,DIV,Divorced persons,2014,0.8,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,SEXVIOL,Sexual violence,ALL,Total,2014,0.7,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,SIN,Single persons (never married and never in same sex civil partnership),2014,0.2,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,MAR,Married persons,2014,0.1,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,DIV,Divorced persons,2014,0.5,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_CP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of partnered women 16-70 years),CURR_P,Current partner,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,0.2,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,SIN,Single persons (never married and never in same sex civil partnership),2014,18.2,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,MAR,Married persons,2014,14.5,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,DIV,Divorced persons,2014,36,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,WID,Widowed persons,2014,9.8,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,ALL,Total,2014,18.9,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,SIN,Single persons (never married and never in same sex civil partnership),2014,15.2,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,MAR,Married persons,2014,12.4,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,DIV,Divorced persons,2014,33.5,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,WID,Widowed persons,2014,8.7,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,ALL,Total,2014,16.4,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,SIN,Single persons (never married and never in same sex civil partnership),2014,7.1,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,MAR,Married persons,2014,6.4,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,DIV,Divorced persons,2014,17.2,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,WID,Widowed persons,2014,5.2,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,ALL,Total,2014,8.3,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,SIN,Single persons (never married and never in same sex civil partnership),2014,2.2,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,MAR,Married persons,2014,3.4,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,DIV,Divorced persons,2014,9.9,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,WID,Widowed persons,2014,2.7,,
A,Annual,IT,Italy,W16_70_FP_LT,Women aged 16-70 years who have suffered violence by former partner lifetime (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,3.9,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,SIN,Single persons (never married and never in same sex civil partnership),2014,8.5,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,MAR,Married persons,2014,0.8,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,DIV,Divorced persons,2014,7.8,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,WID,Widowed persons,2014,0.1,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,ALL,Total,2014,5,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,SIN,Single persons (never married and never in same sex civil partnership),2014,7.1,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,MAR,Married persons,2014,0.7,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,DIV,Divorced persons,2014,6.3,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,WID,Widowed persons,2014,0.1,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,ALL,Total,2014,4.2,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,SIN,Single persons (never married and never in same sex civil partnership),2014,3.6,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,MAR,Married persons,2014,0.2,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,DIV,Divorced persons,2014,3.6,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,ALL,Total,2014,2.1,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,SIN,Single persons (never married and never in same sex civil partnership),2014,1.2,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,MAR,Married persons,2014,0.1,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,DIV,Divorced persons,2014,1.8,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_FP_Y5,Women aged 16-70 years who have suffered violence in the past 5 years (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,0.8,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,SIN,Single persons (never married and never in same sex civil partnership),2014,2.2,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,MAR,Married persons,2014,0.2,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,DIV,Divorced persons,2014,2.3,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,PHSEX,Physical or sexual,ALL,Total,2014,1.3,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,SIN,Single persons (never married and never in same sex civil partnership),2014,1.9,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,MAR,Married persons,2014,0.2,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,DIV,Divorced persons,2014,1.9,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,PHY,Physical violence,ALL,Total,2014,1.2,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,SIN,Single persons (never married and never in same sex civil partnership),2014,0.3,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,MAR,Married persons,2014,0,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,DIV,Divorced persons,2014,0.8,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,SEXVIOL,Sexual violence,ALL,Total,2014,0.3,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,SIN,Single persons (never married and never in same sex civil partnership),2014,0.1,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,MAR,Married persons,2014,0,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,DIV,Divorced persons,2014,0.5,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,WID,Widowed persons,2014,0,,
A,Annual,IT,Italy,W16_70_FP_M12,Women aged 16-70 years who have suffered violence in the past 12 months (% of women 16-70 years with a former partner),EX_P,Former partner,RAPE_OR_ATT,Rape or attempted rape,ALL,Total,2014,0.1,,
